type,brand,planId,fuelType,brandName,displayName,lastUpdated,customerType,effectiveFrom,distributors,effectiveTo
MARKET,1st-energy,1ST679788MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use,2023-11-05T14:05:33.027Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679786MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 2,2023-11-05T14:05:33.014Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679790MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 2,2023-11-05T14:05:32.871Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679784MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate,2023-11-05T14:05:32.837Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679785MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1,2023-11-05T14:05:32.836Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679789MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 1,2023-11-05T14:05:32.834Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679787MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1 & 2,2023-11-05T14:05:32.779Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679783MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 2,2023-11-05T14:05:32.453Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679774MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use,2023-11-05T14:05:31.409Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679762MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 2,2023-11-05T14:05:31.353Z,BUSINESS,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679768MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 1,2023-11-05T14:05:31.293Z,BUSINESS,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679776MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 2,2023-11-05T14:05:31.234Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679769MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 2,2023-11-05T14:05:31.232Z,BUSINESS,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679772MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 2,2023-11-05T14:05:31.133Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679773MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1 & 2,2023-11-05T14:05:31.115Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679766MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1 & 2,2023-11-05T14:05:31.106Z,BUSINESS,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679763MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate,2023-11-05T14:05:31.104Z,BUSINESS,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679759MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1 & 2,2023-11-05T14:05:31.051Z,BUSINESS,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679780MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1 & 2,2023-11-05T14:05:31.008Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679770MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate,2023-11-05T14:05:30.957Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679775MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 1,2023-11-05T14:05:30.955Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679765MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 2,2023-11-05T14:05:30.939Z,BUSINESS,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679764MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1,2023-11-05T14:05:30.934Z,BUSINESS,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679752MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 2,2023-11-05T14:05:30.931Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679781MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use,2023-11-05T14:05:30.854Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679782MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 1,2023-11-05T14:05:30.790Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679771MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1,2023-11-05T14:05:30.759Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679755MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Load Smart TOU + Controlled Load 2,2023-11-05T14:05:30.734Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679754MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Load Smart TOU + Controlled Load 1,2023-11-05T14:05:30.732Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679753MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Load Smart TOU,2023-11-05T14:05:30.730Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679761MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 1,2023-11-05T14:05:30.452Z,BUSINESS,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679778MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1,2023-11-05T14:05:30.419Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679750MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use,2023-11-05T14:05:30.291Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679767MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use,2023-11-05T14:05:30.278Z,BUSINESS,2023-11-06T00:00:00.000Z,Essential Energy Standard,
MARKET,1st-energy,1ST679745MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 1 & 2,2023-11-05T14:05:30.218Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679777MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate,2023-11-05T14:05:30.117Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679779MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 2,2023-11-05T14:05:30.098Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679749MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1 & 2,2023-11-05T14:05:29.919Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679748MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 2,2023-11-05T14:05:29.917Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679747MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1,2023-11-05T14:05:29.915Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679746MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate,2023-11-05T14:05:29.913Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679760MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use,2023-11-05T14:05:29.698Z,BUSINESS,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679758MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 2,2023-11-05T14:05:29.575Z,BUSINESS,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679744MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 2,2023-11-05T14:05:29.471Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679742MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use,2023-11-05T14:05:29.439Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679741MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1 & 2,2023-11-05T14:05:29.437Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679740MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 2,2023-11-05T14:05:29.435Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679739MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1,2023-11-05T14:05:29.433Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679737MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use,2023-11-05T14:05:29.431Z,BUSINESS,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679736MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1 & 2,2023-11-05T14:05:29.410Z,BUSINESS,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679751MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 1,2023-11-05T14:05:29.359Z,BUSINESS,2023-11-06T00:00:00.000Z,Ausgrid,
MARKET,1st-energy,1ST679757MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1,2023-11-05T14:05:28.690Z,BUSINESS,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679756MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate,2023-11-05T14:05:28.657Z,BUSINESS,2023-11-06T00:00:00.000Z,Endeavour,
MARKET,1st-energy,1ST679738MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate,2023-11-05T14:05:28.374Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679734MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 1,2023-11-05T14:05:28.339Z,BUSINESS,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679743MRE1@EME,ELECTRICITY,1st Energy,1st Saver - Time of Use + Controlled Load 1,2023-11-05T14:05:27.650Z,RESIDENTIAL,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679735MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate + Controlled Load 2,2023-11-05T14:05:27.639Z,BUSINESS,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST679733MBE1@EME,ELECTRICITY,1st Energy,1st Saver - Single Rate,2023-11-05T14:05:25.352Z,BUSINESS,2023-11-06T00:00:00.000Z,Energex,
MARKET,1st-energy,1ST507725MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Powercor,
MARKET,1st-energy,1ST507727MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,United Energy,
MARKET,1st-energy,1ST507726MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,AusNet Services (electricity),
MARKET,1st-energy,1ST507724MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Citipower,
MARKET,1st-energy,1ST507713MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Jemena,
MARKET,1st-energy,1ST507715MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Powercor,
MARKET,1st-energy,1ST507716MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,AusNet Services (electricity),
MARKET,1st-energy,1ST507723MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Jemena,
MARKET,1st-energy,1ST507722MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,United Energy,
MARKET,1st-energy,1ST507721MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,AusNet Services (electricity),
MARKET,1st-energy,1ST507720MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Powercor,
MARKET,1st-energy,1ST507719MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Citipower,
MARKET,1st-energy,1ST507718MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Time of Use",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Jemena,
MARKET,1st-energy,1ST507717MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,United Energy,
MARKET,1st-energy,1ST507714MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime with Controlled Load",2023-10-20T01:10:24Z,RESIDENTIAL,2023-10-19T13:00:00Z,Citipower,
MARKET,1st-energy,1ST507710MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime",2023-10-20T01:10:23Z,RESIDENTIAL,2023-10-19T13:00:00Z,Powercor,
MARKET,1st-energy,1ST507711MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime",2023-10-20T01:10:23Z,RESIDENTIAL,2023-10-19T13:00:00Z,AusNet Services (electricity),
MARKET,1st-energy,1ST507709MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime",2023-10-20T01:10:23Z,RESIDENTIAL,2023-10-19T13:00:00Z,Citipower,
MARKET,1st-energy,1ST507712MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime",2023-10-20T01:10:23Z,RESIDENTIAL,2023-10-19T13:00:00Z,United Energy,
MARKET,1st-energy,1ST507708MR@VEC,ELECTRICITY,1st Energy,"1st Saver Online, Residential - Anytime",2023-10-20T01:10:23Z,RESIDENTIAL,2023-10-19T13:00:00Z,Jemena,
MARKET,1st-energy,1ST503112MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Anytime with Controlled Load",2023-09-05T05:38:52Z,BUSINESS,2023-09-05T14:00:00Z,Powercor,
MARKET,1st-energy,1ST503114MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Anytime with Controlled Load",2023-09-05T05:38:52Z,BUSINESS,2023-09-05T14:00:00Z,United Energy,
MARKET,1st-energy,1ST503110MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Anytime",2023-09-05T05:38:52Z,BUSINESS,2023-09-05T14:00:00Z,United Energy,
MARKET,1st-energy,1ST503107MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Anytime",2023-09-05T05:38:52Z,BUSINESS,2023-09-05T14:00:00Z,Jemena,
MARKET,1st-energy,1ST503113MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Anytime with Controlled Load",2023-09-05T05:38:52Z,BUSINESS,2023-09-05T14:00:00Z,AusNet Services (electricity),
MARKET,1st-energy,1ST503111MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Anytime with Controlled Load",2023-09-05T05:38:52Z,BUSINESS,2023-09-05T14:00:00Z,Jemena,
MARKET,1st-energy,1ST503108MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Anytime",2023-09-05T05:38:52Z,BUSINESS,2023-09-05T14:00:00Z,Powercor,
MARKET,1st-energy,1ST503109MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Anytime",2023-09-05T05:38:52Z,BUSINESS,2023-09-05T14:00:00Z,AusNet Services (electricity),
MARKET,1st-energy,1ST503104MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Time of Use with Controlled Load",2023-09-05T05:38:51Z,BUSINESS,2023-09-05T14:00:00Z,Powercor,
MARKET,1st-energy,1ST503101MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Time of Use",2023-09-05T05:38:51Z,BUSINESS,2023-09-05T14:00:00Z,AusNet Services (electricity),
MARKET,1st-energy,1ST503102MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Time of Use",2023-09-05T05:38:51Z,BUSINESS,2023-09-05T14:00:00Z,United Energy,
MARKET,1st-energy,1ST503100MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Time of Use",2023-09-05T05:38:51Z,BUSINESS,2023-09-05T14:00:00Z,Powercor,
MARKET,1st-energy,1ST503106MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Time of Use with Controlled Load",2023-09-05T05:38:51Z,BUSINESS,2023-09-05T14:00:00Z,United Energy,
MARKET,1st-energy,1ST503099MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Time of Use",2023-09-05T05:38:51Z,BUSINESS,2023-09-05T14:00:00Z,Jemena,
MARKET,1st-energy,1ST503103MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Time of Use with Controlled Load",2023-09-05T05:38:51Z,BUSINESS,2023-09-05T14:00:00Z,Jemena,
MARKET,1st-energy,1ST503105MS@VEC,ELECTRICITY,1st Energy,"1st Saver, Business - Time of Use with Controlled Load",2023-09-05T05:38:51Z,BUSINESS,2023-09-05T14:00:00Z,AusNet Services (electricity),
MARKET,1st-energy,1ST630580MRE1@EME,ELECTRICITY,1st Energy,"RACT Saver - Tariff 31 and 61, Residential",2023-07-11T14:05:41.181Z,RESIDENTIAL,2023-07-12T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630584MRE1@EME,ELECTRICITY,1st Energy,"RACT Saver - Tariff 93 and 62, Residential",2023-07-11T14:05:41.099Z,RESIDENTIAL,2023-07-12T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630581MRE1@EME,ELECTRICITY,1st Energy,"RACT Saver - Tariff 31 and 62, Residential",2023-07-11T14:05:41.031Z,RESIDENTIAL,2023-07-12T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630583MRE1@EME,ELECTRICITY,1st Energy,"RACT Saver - Tariff 93 and 61, Residential",2023-07-11T14:05:40.932Z,RESIDENTIAL,2023-07-12T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630579MRE1@EME,ELECTRICITY,1st Energy,"RACT Saver - Tariff 31 and 41, Residential",2023-07-11T14:05:40.856Z,RESIDENTIAL,2023-07-12T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630578MRE1@EME,ELECTRICITY,1st Energy,"RACT Saver - Tariff 31, Residential Light & Power",2023-07-11T14:05:40.756Z,RESIDENTIAL,2023-07-12T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630582MRE1@EME,ELECTRICITY,1st Energy,"RACT Saver - Tariff 93, Residential Time of Use",2023-07-11T14:05:40.670Z,RESIDENTIAL,2023-07-12T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630592MBE1@EME,ELECTRICITY,1st Energy,"1st Saver - Tariff 75, Irrigation Time of Use",2023-07-06T14:05:55.572Z,BUSINESS,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630572MRE1@EME,ELECTRICITY,1st Energy,"1st Solar Bonus - Tariff 31 and 41, Residential",2023-07-06T14:05:55.505Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630588MBE1@EME,ELECTRICITY,1st Energy,"1st Saver - Tariff 22 and 62, General Business",2023-07-06T14:05:55.418Z,BUSINESS,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630591MBE1@EME,ELECTRICITY,1st Energy,"1st Saver - Tariff 94 and 62, Business",2023-07-06T14:05:55.347Z,BUSINESS,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630590MBE1@EME,ELECTRICITY,1st Energy,"1st Saver - Tariff 94 and 61, Business",2023-07-06T14:05:55.252Z,BUSINESS,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630575MRE1@EME,ELECTRICITY,1st Energy,"1st Solar Bonus - Tariff 93, Residential Time of Use",2023-07-06T14:05:55.181Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630569MRE1@EME,ELECTRICITY,1st Energy,"1st Plus - Tariff 93 and 61, Residential",2023-07-06T14:05:55.089Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630587MBE1@EME,ELECTRICITY,1st Energy,"1st Saver - Tariff 22 and 61, General Business",2023-07-06T14:05:55.015Z,BUSINESS,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630576MRE1@EME,ELECTRICITY,1st Energy,"1st Solar Bonus - Tariff 93 and 61, Residential",2023-07-06T14:05:54.920Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630570MRE1@EME,ELECTRICITY,1st Energy,"1st Plus - Tariff 93 and 62, Residential",2023-07-06T14:05:54.848Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630574MRE1@EME,ELECTRICITY,1st Energy,"1st Solar Bonus - Tariff 31 and 62, Residential",2023-07-06T14:05:54.745Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630589MBE1@EME,ELECTRICITY,1st Energy,"1st Saver - Tariff 94, Business Time of Use",2023-07-06T14:05:54.668Z,BUSINESS,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630586MBE1@EME,ELECTRICITY,1st Energy,"1st Saver - Tariff 22 and 43, General Business",2023-07-06T14:05:54.558Z,BUSINESS,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630577MRE1@EME,ELECTRICITY,1st Energy,"1st Solar Bonus - Tariff 93 and 62, Residential",2023-07-06T14:05:54.477Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630564MRE1@EME,ELECTRICITY,1st Energy,"1st Plus - Tariff 31, Residential Light & Power",2023-07-06T14:05:54.367Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630585MBE1@EME,ELECTRICITY,1st Energy,"1st Saver - Tariff 22, General Business",2023-07-06T14:05:54.284Z,BUSINESS,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630565MRE1@EME,ELECTRICITY,1st Energy,"1st Plus - Tariff 31 and 41, Residential",2023-07-06T14:05:54.165Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630573MRE1@EME,ELECTRICITY,1st Energy,"1st Solar Bonus - Tariff 31 and 61, Residential",2023-07-06T14:05:54.095Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630567MRE1@EME,ELECTRICITY,1st Energy,"1st Plus - Tariff 31 and 62, Residential",2023-07-06T14:05:53.984Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630571MRE1@EME,ELECTRICITY,1st Energy,"1st Solar Bonus - Tariff 31, Residential Light & Power",2023-07-06T14:05:53.911Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630566MRE1@EME,ELECTRICITY,1st Energy,"1st Plus - Tariff 31 and 61, Residential",2023-07-06T14:05:53.791Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
MARKET,1st-energy,1ST630568MRE1@EME,ELECTRICITY,1st Energy,"1st Plus - Tariff 93, Residential Time of Use",2023-07-06T14:05:53.708Z,RESIDENTIAL,2023-07-07T00:00:00.000Z,TasNetworks,
STANDING,1st-energy,1ST613872SRE1@EME,ELECTRICITY,1st Energy,Standing Offer - Time of Use,2023-07-03T14:05:43.952Z,RESIDENTIAL,2023-07-04T00:00:00.000Z,Energex,
STANDING,1st-energy,1ST613871SRE1@EME,ELECTRICITY,1st Energy,Standing Offer - Single Rate + Controlled Load 1 & 2,2023-07-03T14:05:43.816Z,RESIDENTIAL,2023-07-04T00:00:00.000Z,Energex,
STANDING,1st-energy,1ST613865SBE1@EME,ELECTRICITY,1st Energy,Standing Offer - Single Rate + Controlled Load 2,2023-07-03T14:05:43.706Z,BUSINESS,2023-07-04T00:00:00.000Z,Energex,
STANDING,1st-energy,1ST613868SRE1@EME,ELECTRICITY,1st Energy,Standing Offer - Single Rate,2023-07-03T14:05:43.544Z,RESIDENTIAL,2023-07-04T00:00:00.000Z,Energex,
STANDING,1st-energy,1ST613869SRE1@EME,ELECTRICITY,1st Energy,Standing Offer - Single Rate + Controlled Load 1,2023-07-03T14:05:43.371Z,RESIDENTIAL,2023-07-04T00:00:00.000Z,Energex,
