DateStamp,Region,Demand,Price
2024-11-15 00:00:00,VIC1,4390.26000,130.00000
2024-11-15 00:00:00,NSW1,6908.15000,136.53209
2024-11-15 00:00:00,QLD1,6135.52000,139.56964
2024-11-15 00:00:00,SA1,1343.70000,138.00000
2024-11-15 00:00:00,TAS1,1076.76000,119.84369
2024-11-15 00:05:00,NSW1,6872.13000,135.35481
2024-11-15 00:05:00,QLD1,6106.26000,138.24633
2024-11-15 00:05:00,SA1,1354.86000,138.04000
2024-11-15 00:05:00,TAS1,1076.94000,120.04478
2024-11-15 00:05:00,VIC1,4354.32000,130.00000
2024-11-15 00:10:00,SA1,1362.10000,138.04000
2024-11-15 00:10:00,QLD1,6068.73000,138.45433
2024-11-15 00:10:00,VIC1,4363.71000,130.00000
2024-11-15 00:10:00,TAS1,1052.59000,118.77027
2024-11-15 00:10:00,NSW1,6942.09000,136.41247
2024-11-15 00:15:00,TAS1,1052.30000,120.10000
2024-11-15 00:15:00,SA1,1367.93000,149.37984
2024-11-15 00:15:00,QLD1,6080.33000,152.20776
2024-11-15 00:15:00,NSW1,6907.98000,149.06517
2024-11-15 00:15:00,VIC1,4355.39000,141.01309
2024-11-15 00:20:00,NSW1,6839.15000,134.27312
2024-11-15 00:20:00,TAS1,1054.32000,118.77027
2024-11-15 00:20:00,SA1,1349.07000,138.04000
2024-11-15 00:20:00,QLD1,6019.06000,136.09780
2024-11-15 00:20:00,VIC1,4296.41000,130.00000
2024-11-15 00:25:00,NSW1,6749.83000,131.78791
2024-11-15 00:25:00,QLD1,6013.16000,133.41968
2024-11-15 00:25:00,SA1,1375.67000,138.04000
2024-11-15 00:25:00,TAS1,1049.15000,119.20849
2024-11-15 00:25:00,VIC1,4310.60000,129.71735
2024-11-15 00:30:00,TAS1,1048.33000,118.77027
2024-11-15 00:30:00,VIC1,4277.39000,126.36580
2024-11-15 00:30:00,SA1,1365.76000,138.00000
2024-11-15 00:30:00,QLD1,5999.83000,128.07993
2024-11-15 00:30:00,NSW1,6734.70000,127.36541
2024-11-15 00:35:00,VIC1,4288.31000,128.26595
2024-11-15 00:35:00,QLD1,5911.82000,122.00001
2024-11-15 00:35:00,SA1,1363.82000,138.00000
