planId,distributor,brandName,displayName,planType,effectiveFrom,effectiveTo,dmoPrice,annualUsage,supplyCharge,demandCharge,estimatedCharge,differenceDmoPrice
RED552163MRE6@EME,Ausgrid,Red Energy,Living Energy Saver,MARKET,2024-01-23 00:00:00+00:00,,1827.0,3911,251.625,1089.2135,1340.8385,-486.16149999999993
RED516139MRE4@EME,Ausgrid,Red Energy,Red Fixed Saver,MARKET,2024-01-23 00:00:00+00:00,,1827.0,3911,402.6,1249.5645,1652.1644999999999,-174.83550000000014
RED207668MRE10@EME,Ausgrid,Red Energy,Red Solar Saver,MARKET,2024-01-23 00:00:00+00:00,,1827.0,3911,402.6,1249.5645,1652.1644999999999,-174.83550000000014
RED516151MRE4@EME,Endeavour,Red Energy,Red Fixed Saver,MARKET,2024-01-23 00:00:00+00:00,,2228.0,4913,475.8,1542.682,2018.482,-209.51800000000003
RED207669MRE10@EME,Endeavour,Red Energy,Red Solar Saver,MARKET,2024-01-23 00:00:00+00:00,,2228.0,4913,475.8,1542.682,2018.482,-209.51800000000003
RED689582MRE1@EME,Energex,Red Energy,Qantas Red Solar Saver,MARKET,2023-12-12 00:00:00+00:00,,1969.0,4613,384.0072,1246.4326,1630.4398,-338.5601999999999
RED689575MRE1@EME,Energex,Red Energy,Qantas Red Solar Saver (Bundled),MARKET,2023-12-12 00:00:00+00:00,,1969.0,4613,384.0072,1246.4326,1630.4398,-338.5601999999999
RED552416MRE5@EME,Energex,Red Energy,Qantas Red Saver (Bundled),MARKET,2023-12-12 00:00:00+00:00,,1969.0,4613,323.72700000000003,1220.1385,1543.8655,-425.1344999999999
RED552334MRE5@EME,Energex,Red Energy,Qantas Red Saver,MARKET,2023-12-12 00:00:00+00:00,,1969.0,4613,323.72700000000003,1220.1385,1543.8655,-425.1344999999999
RED552216MRE5@EME,Energex,Red Energy,Living Energy Saver,MARKET,2023-12-12 00:00:00+00:00,,1969.0,4613,323.72700000000003,1220.1385,1543.8655,-425.1344999999999
RED552839MRE5@EME,Ausgrid,Red Energy,Red EV Saver,MARKET,2023-11-15 00:00:00+00:00,,1827.0,3911,251.625,1089.2135,1340.8385,-486.16149999999993
RED552813MRE5@EME,Ausgrid,Red Energy,Red Taronga Flex,MARKET,2023-11-15 00:00:00+00:00,,1827.0,3911,251.625,1089.2135,1340.8385,-486.16149999999993
RED552840MRE5@EME,Essential Energy,Red Energy,Red EV Saver,MARKET,2023-11-15 00:00:00+00:00,,2527.0,4613,483.77880000000005,1496.9185,1980.6973,-546.3027
RED552832MRE5@EME,Endeavour,Red Energy,Red EV Saver,MARKET,2023-11-15 00:00:00+00:00,,2228.0,4913,285.297,1433.6134,1718.9104,-509.0896
RED552793MRE5@EME,Endeavour,Red Energy,Red Taronga Flex,MARKET,2023-11-15 00:00:00+00:00,,2228.0,4913,285.297,1433.6134,1718.9104,-509.0896
RED552394MRE5@EME,Ausgrid,Red Energy,Qantas Red Saver (Bundled),MARKET,2023-11-15 00:00:00+00:00,,1827.0,3911,251.625,1089.2135,1340.8385,-486.16149999999993
RED552315MRE5@EME,Ausgrid,Red Energy,Qantas Red Saver,MARKET,2023-11-15 00:00:00+00:00,,1827.0,3911,251.625,1089.2135,1340.8385,-486.16149999999993
RED552310MRE5@EME,Endeavour,Red Energy,Qantas Red Saver,MARKET,2023-11-15 00:00:00+00:00,,2228.0,4913,285.297,1433.6134,1718.9104,-509.0896
RED552392MRE5@EME,Endeavour,Red Energy,Qantas Red Saver (Bundled),MARKET,2023-11-15 00:00:00+00:00,,2228.0,4913,285.297,1433.6134,1718.9104,-509.0896
RED21270SRE7@EME,Ausgrid,Red Energy,Standing Offer,STANDING,2023-09-19 00:00:00+00:00,,1827.0,3911,402.6,1249.5645,1652.1644999999999,-174.83550000000014
RED21240SRE7@EME,Energex,Red Energy,Standing Offer,STANDING,2023-09-19 00:00:00+00:00,,1969.0,4613,449.8872,1336.8474,1786.7346000000002,-182.26539999999977
RED21265SRE7@EME,Endeavour,Red Energy,Standing Offer,STANDING,2023-09-19 00:00:00+00:00,,2228.0,4913,475.8,1542.682,2018.482,-209.51800000000003
SUM663195SRE3@EME,SA Power Networks,Sumo,Sumo Standing Offer,STANDING,2024-02-15 00:00:00+00:00,,2279.0,4011,386.862,1684.62,2071.482,-207.51800000000003
SUM698891MRE1@EME,SA Power Networks,Sumo,Sumo Switch Residential,MARKET,2024-01-05 00:00:00+00:00,,2279.0,4011,355.02,1684.62,2039.6399999999999,-239.36000000000013
SUM698876MRE1@EME,Essential Energy,Sumo,Sumo Switch Residential,MARKET,2024-01-05 00:00:00+00:00,,2527.0,4613,475.8,1370.061,1845.8609999999999,-681.1390000000001
SUM698856MRE1@EME,Ausgrid,Sumo,Sumo Switch Residential,MARKET,2024-01-05 00:00:00+00:00,,1827.0,3911,219.6,1114.635,1334.235,-492.7650000000001
SUM698868MRE1@EME,Endeavour,Sumo,Sumo Switch Residential,MARKET,2024-01-05 00:00:00+00:00,,2228.0,4913,270.84,1355.988,1626.828,-601.172
SUM698846MRE1@EME,Energex,Sumo,Sumo Switch Residential,MARKET,2024-01-05 00:00:00+00:00,,1969.0,4613,308.904,1148.637,1457.541,-511.45900000000006
SUM668486MRE2@EME,Energex,Sumo,Sumo Assure Residential,MARKET,2023-11-29 00:00:00+00:00,,1969.0,4613,437.736,1351.609,1789.3449999999998,-179.6550000000002
SUM668369SRE1@EME,Endeavour,Sumo,Sumo Residential Standing Offer,STANDING,2023-09-28 00:00:00+00:00,,2228.0,4913,384.3,1640.9419999999998,2025.2419999999997,-202.75800000000027
SUM668357SRE1@EME,Ausgrid,Sumo,Sumo Residential Standing Offer,STANDING,2023-09-28 00:00:00+00:00,,1827.0,3911,329.4,1329.74,1659.1399999999999,-167.86000000000013
SUM668345SRE1@EME,Essential Energy,Sumo,Sumo Residential Standing Offer,STANDING,2023-09-28 00:00:00+00:00,,2527.0,4613,549.0,1748.327,2297.327,-229.67299999999977
SUM635043MRE3@EME,Endeavour,Sumo,Sumo Assure,MARKET,2023-09-22 00:00:00+00:00,,2228.0,4913,373.32,1640.9419999999998,2014.2619999999997,-213.73800000000028
SUM635053MRE3@EME,Essential Energy,Sumo,Sumo Assure,MARKET,2023-09-22 00:00:00+00:00,,2527.0,4613,534.36,1748.327,2282.687,-244.3130000000001
SUM667380SRE1@EME,Energex,Sumo,Sumo Residential Standing Offer,STANDING,2023-09-19 00:00:00+00:00,,1969.0,4613,438.10200000000003,1351.609,1789.711,-179.289
SUM635031MRE2@EME,Ausgrid,Sumo,Sumo Assure,MARKET,2023-09-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,1827.0,3911,322.08,1329.74,1651.82,-175.18000000000006
SUM635097MRE1@EME,Endeavour,Sumo,Sumo Freedom Residential,MARKET,2023-07-14 00:00:00+00:00,,2228.0,4913,355.02,1640.9419999999998,1995.9619999999998,-232.03800000000024
SUM635105MRE1@EME,Essential Energy,Sumo,Sumo Freedom Residential,MARKET,2023-07-14 00:00:00+00:00,,2527.0,4613,508.74,1748.327,2257.067,-269.933
SUM635085MRE1@EME,Ausgrid,Sumo,Sumo Freedom Residential,MARKET,2023-07-14 00:00:00+00:00,,1827.0,3911,307.44,1329.74,1637.18,-189.81999999999994
TAN667780MRE1@EME,SA Power Networks,Tango Energy,Home Select,MARKET,2023-09-26 00:00:00+00:00,,2279.0,4011,366.0,1644.51,2010.51,-268.49
TAN667776MRE1@EME,SA Power Networks,Tango Energy,eSelect,MARKET,2023-09-26 00:00:00+00:00,,2279.0,4011,329.4,1556.2679999999998,1885.6679999999997,-393.33200000000033
TAN658245MRE1@EME,Energex,Tango Energy,eSelect,MARKET,2023-08-31 00:00:00+00:00,,1969.0,4613,355.02,1416.191,1771.211,-197.789
TAN658235MRE1@EME,Ausgrid,Tango Energy,eSelect,MARKET,2023-08-31 00:00:00+00:00,,1827.0,3911,259.86,1243.698,1503.558,-323.442
TAN658250MRE1@EME,Energex,Tango Energy,Home Select,MARKET,2023-08-31 00:00:00+00:00,,1969.0,4613,366.0,1416.191,1782.191,-186.80899999999997
TAN651529MRE1@EME,Ausgrid,Tango Energy,Home Select,MARKET,2023-08-11 00:00:00+00:00,,1827.0,3911,296.46,1306.274,1602.734,-224.26600000000008
ZEN578865SRE1@EME,SA Power Networks,ZEN Energy ,ZEN Energy Standing Offer,STANDING,2023-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2279.0,4011,504.75059999999996,1566.9212160000002,2071.671816,-207.32818399999996
